id,class,degree,EigenvectorCentrality,PageRankScore,BetweennessScore,ClosenessScore
C1501311535,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C997675082,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C226207762,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2124387698,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1647539449,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C692577910,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1183135461,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C247084608,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1251759902,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1776783873,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1093407378,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1817956756,1,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1496518496,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1399829166,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C762597253,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1313128046,1,0.0,0.010327338477901571,0.405,0.0,1.0
C1676513288,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1496631599,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C367657984,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C105806122,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1580974524,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1815135338,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C972530514,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1784785490,1,0.0,0.010327338477901571,0.405,0.0,1.0
C167868594,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C290459952,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C769483130,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C591314687,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C639921569,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1696624817,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1032143722,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1519890432,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C711485958,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C154068331,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C18838691,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1181119627,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1053252672,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1957802478,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C715201096,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1581407467,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C37561886,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C99537162,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C290920701,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1009747499,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C823304803,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C36794671,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1446253105,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C359887652,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C75355732,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1114102107,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1069699196,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C362023079,1,0.0,0.0052826452222759935,0.2775,0.0,1.0
C1647834971,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C32775571,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1213208941,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1679820863,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C963684047,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C407448823,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C874466862,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C140890300,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1503292371,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C285825826,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C936352143,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C716781577,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C981097071,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C168396414,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1762889286,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C234131037,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C592004096,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2138203505,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C850370133,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1529853252,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1630800055,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C226603021,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1706148477,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C612418201,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1896954093,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C442023576,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C915127664,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1813225736,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1491805533,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C620928967,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1682699873,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1422307769,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1135988414,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2029437015,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C601811849,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1324548466,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C4818051,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C805776468,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1713980343,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1178223849,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1331078646,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C207274626,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1649454357,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C679482622,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C784525232,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C535335745,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C237096333,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C702555438,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2134793812,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1469200926,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1726484850,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C79020869,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1118915335,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1175107536,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C607026250,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1043490668,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C764801869,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1054095171,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1766838527,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1181110246,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1313406371,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C550065633,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1210157807,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1027547470,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1471352149,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2021985465,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1018664884,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2026300477,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C936413141,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1742775634,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1743422509,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C683832289,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C463451907,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2042059543,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1255109600,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1906920483,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C401136314,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1413760179,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1705340328,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1591143787,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C255512833,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2033024393,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C925599529,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1585416466,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C127203589,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C365370699,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2126430741,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1554768841,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2094491016,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1373045276,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1509018713,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1514653957,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C494603488,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1951738545,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C596747110,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1199200752,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C44253683,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1610544052,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1901785534,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1685750716,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2085550617,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1409668471,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1928599880,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1109590985,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1228318630,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C862092698,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1628314855,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C996763204,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1193213208,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1739642572,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1984436217,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C107152434,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C908447707,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1472358757,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1627605947,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2136969533,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1738330650,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C592512717,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1484054415,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1528916933,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1512861369,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1902144607,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C261508443,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1605988399,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C346627799,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1027887254,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1259536342,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1046713196,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2105523321,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C459568524,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1110463650,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C821902849,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1459880972,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1773011175,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C118320502,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2143826189,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C302339968,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C255886954,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C911231830,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2015056132,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1331019760,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C29212560,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1119260038,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1872380516,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1232736172,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1938985194,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1107805872,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1022064762,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1028824105,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C736923022,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1277368353,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1132753143,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1484645980,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1118565320,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1995994538,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1546173540,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C182856988,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1253533477,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1407527307,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1695054928,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1847880703,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1494019449,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2134962420,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1452436990,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C455384896,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C629005944,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1564626291,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C656106616,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C599265744,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1790885097,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C385498466,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1852692654,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1898674302,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2021243053,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1377032264,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C249693684,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1324483611,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C482094089,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C586794834,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1523478772,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1979223208,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C817335324,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1772038169,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1479767118,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2037747404,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1700862926,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1944419276,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2006656392,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C441053150,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2016553120,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C55170911,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C735285695,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1120783181,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C108739306,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C831659507,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C489238319,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2046294407,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C637804601,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1406978828,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C304338004,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1718610919,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1980159689,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1401708980,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1768424289,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C430531933,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1459086086,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1817579563,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C373980120,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1284074248,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C340698325,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C338575813,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1486457351,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1748868255,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1107404419,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C382757281,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1769547860,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C3205129,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C464424307,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1233627897,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C885318378,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C222406360,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C881512977,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1695716366,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1978636930,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1304986033,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1837495085,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C258634567,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C111590930,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1488628387,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C451163650,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1179164242,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1965948583,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2026880275,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1126223918,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1092119574,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1593336585,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C426168049,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C203150941,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1527505182,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C676161822,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1910528104,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1969706075,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2069088112,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1191816109,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C820285655,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C661339394,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C766881409,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C896443815,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1600476137,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1604599586,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C522709740,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C202969452,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1916429026,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1391105731,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C474970285,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1478072377,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2039864490,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C413303937,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1539961431,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1544491346,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C745039069,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C942104653,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C470184858,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1685947188,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C142242260,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C667896290,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1190768927,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1074484932,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C2092261644,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1326164988,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C362720162,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C592703576,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1400693057,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C870286135,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C254964772,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C300253076,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C631763456,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1781406648,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1990312333,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1275205906,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1454364000,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1288103894,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C882109034,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
C1745207139,0,1.0,0.0002379519666504146,0.15000000000000002,0.0,0.0
