      communityId  class  frequency
364          4626      0          2
365          4627      0          2
366          4628      0          2
367          4629      0          2
368          4630      0          2
369          4631      0          2
370          4632      0          2
371          4633      0          2
372          4634      0          2
373          4635      0          8
374          4636      0          2
375          4637      0          2
376          4638      0          2
377          4639      0          2
378          4640      0          2
379          4641      0          2
380          4642      0          2
381          4643      0          2
382          4644      0          2
383          4645      0          6
384          4646      0          2
385          4647      0          2
386          4648      0          2
387          4649      0          2
388          4650      0          2
389          4651      0          2
390          4652      0          2
391          4653      0          2
392          4654      0          2
393          4655      0          2
394          4656      0          2
395          4657      0          2
396          4658      0          2
397          4659      0          2
398          4660      0          2
399          4661      0          2
400          4662      0          2
401          4663      0          2
402          4664      0          2
403          4665      0          2
404          4666      0          2
405          4667      0          2
406          4668      0          2
407          4669      0          2
408          4670      0          2
409          4671      0          2
410          4672      0          2
411          4673      0          2
412          4674      0          2
413          4675      0          2
414          4676      0          2
415          4677      0          2
416          4678      0          2
417          4679      0          6
418          4680      0         10
419          4681      0          8
420          4682      0         20
421          4683      0          2
422          4684      0          3
423          4685      0          6
424          4686      0          2
425          4687      0          4
426          4688      0         15
427          4689      0         15
428          4690      0          2
429          4691      0          2
430          4692      0          2
431          4693      0          2
432          4694      0          2
433          4695      0          2
434          4696      0          2
435          4697      0          2
436          4698      0          2
437          4699      0          2
438          4700      0          2
439          4701      0          2
440          4702      0          2
441          4703      0          4
442          4704      0          2
443          4705      0          2
444          4706      0          4
445          4707      0          4
446          4708      0          2
447          4709      0          2
448          4710      0          2
449          4711      0          2
450          4712      0          2
451          4713      0         23
452          4714      0          2
453          4715      0          2
454          4716      0          2
455          4717      0          2
456          4718      0          2
457          4719      0          2
458          4720      0          2
459          4721      0          2
460          4722      0          2
461          4723      0          2
462          4724      0          2
463          4725      0          2
464          4726      0          2
465          4727      0          2
466          4728      0          2
467          4729      0          2
468          4730      0          2
469          4731      0          2
470          4732      0          2
471          4733      0          2
472          4734      0          2
473          4735      0          2
474          4736      0          2
475          4737      0          2
476          4738      0          2
477          4739      0          2
478          4740      0          2
479          4741      0          2
480          4742      0          2
481          4743      0          2
482          4744      0          2
483          4745      0          2
484          4746      0          2
485          4747      0          2
486          4748      0          2
487          4749      0          2
488          4750      0          2
489          4751      0          2
490          4752      0          2
491          4753      0          2
492          4754      0          2
493          4755      0          2
494          4756      0          2
495          4757      0          2
496          4758      0          2
497          4759      0          2
498          4760      0          2
499          4761      0          2
500          4762      0          2
501          4763      0          2
502          4764      0          2
503          4765      0          2
504          4766      0          2
505          4767      0          2
506          4768      0          2
507          4769      0          2
508          4770      0          2
509          4771      0          2
510          4772      0          2
511          4773      0          2
512          4774      0          8
513          4775      0          2
514          4776      0          8
515          4777      0          2
516          4778      0          2
517          4779      0          2
518          4780      0          2
519          4781      0          5
520          4782      0          2
521          4783      0          2
522          4784      0          2
523          4785      0          2
524          4786      0          2
525          4787      0          2
526          4788      0          3
527          4789      0          2
528          4790      0          2
529          4791      0          2
530          4792      0          2
531          4793      0          2
532          4794      0          2
533          4795      0         25
534          4796      0          2
535          4797      0          2
536          4798      0          2
537          4799      0          4
538          4800      0          3
539          4801      0          2
540          4802      0          2
541          4803      0          2
542          4804      0          2
543          4805      0          2
544          4806      0          2
545          4807      0          2
546          4808      0          2
547          4809      0          2
548          4810      0          2
549          4811      0          2
550          4812      0          2
551          4813      0          2
552          4814      0          2
553          4815      0          2
554          4816      0          2
555          4817      0          2
556          4818      0          2
557          4819      0          2
558          4820      0          2
559          4821      0          3
560          4822      0          2
561          4823      0          2
562          4824      0          2
563          4825      0         12
564          4826      0          2
565          4827      0          2
566          4828      0          2
567          4829      0          2
568          4830      0          2
569          4831      0          2
570          4832      0          2
571          4833      0          2
572          4834      0          6
573          4835      0          4
574          4836      0          2
575          4837      0          2
576          4838      0          2
577          4839      0          2
578          4840      0          2
579          4841      0          2
580          4842      0          2
581          4843      0          2
582          4844      0          2
583          4845      0          2
584          4846      0          2
585          4847      0          4
586          4848      0          2
587          4849      0          2
588          4850      0          2
589          4851      0          2
590          4852      0          2
591          4853      0          2
592          4854      0          2
593          4855      0          2
594          4856      0          2
595          4857      0          8
596          4858      0          2
597          4859      0          2
598          4860      0          2
599          4861      0         19
600          4862      0          2
601          4863      0          2
602          4864      0          2
603          4865      0          2
604          4866      0          2
605          4867      0          2
606          4868      0          2
607          4869      0          2
608          4870      0          4
609          4871      0          2
610          4872      0          2
611          4873      0          2
612          4874      0          4
613          4875      0          2
614          4876      0          2
615          4877      0          2
616          4878      0          2
617          4879      0          2
618          4880      0          2
619          4881      0          2
620          4882      0          2
621          4883      0          2
622          4884      0          2
623          4885      0          2
624          4886      0          2
625          4887      0          2
626          4888      0          2
627          4889      0          2
628          4890      0          2
629          4891      0          2
630          4892      0          2
631          4893      0          2
632          4894      0          2
633          4895      0          2
634          4896      0          2
635          4897      0          2
636          4898      0          2
637          4899      0          2
638          4900      0          2
639          4901      0          2
640          4902      0          2
641          4903      0          2
642          4904      0          2
643          4905      0          2
644          4906      0          2
645          4907      0          2
646          4908      0          2
647          4909      0          2
648          4910      0          2
649          4911      0          2
650          4912      0          2
651          4913      0          2
652          4914      0          2
653          4915      0          2
654          4916      0          2
655          4917      0          2
656          4918      0          2
657          4919      0          3
658          4920      0          2
659          4921      0          2
660          4922      0          2
661          4923      0          2
662          4924      0          2
663          4925      0          2
664          4926      0          2
665          4927      0          2
666          4928      0          2
667          4929      0          2
668          4930      0          2
669          4931      0          2
670          4932      0          2
671          4933      0          5
672          4934      0          2
673          4935      0          5
674          4936      0          2
675          4937      0          2
676          4938      0          2
677          4939      0          2
678          4940      0          2
679          4941      0          2
680          4942      0          2
681          4943      0          2
682          4944      0          2
683          4945      0          2
684          4946      0          2
685          4947      0          2
686          4948      0          2
687          4949      0          2
688          4950      0          2
689          4951      0          2
690          4952      0          2
691          4953      0          2
692          4954      0          2
693          4955      0          2
694          4956      0          2
695          4957      0          2
696          4958      0          2
697          4959      0          2
698          4960      0          2
699          4961      0          2
700          4962      0          2
701          4963      0          2
702          4964      0          2
703          4965      0          6
704          4966      0          2
705          4967      0          3
706          4968      0          2
707          4969      0          2
708          4970      0         11
709          4971      0          2
710          4972      0          2
711          4973      0          2
712          4974      0          2
713          4975      0          2
714          4976      0          2
715          4977      0          2
716          4978      0          2
717          4979      0          2
718          4980      0          2
719          4981      0          7
720          4982      0          2
721          4983      0          2
722          4984      0          2
723          4985      0          2
724          4986      0          2
725          4987      0          2
726          4988      0          2
727          4989      0          2
728          4990      0          2
729          4991      0          2
730          4992      0          2
731          4993      0          2
732          4994      0          2
733          4995      0          4
734          4996      0          2
735          4997      0          2
736          4998      0          3
737          4999      0          2
738          5000      0          2
739          5001      0          3
740          5002      0          2
741          5003      0          2
742          5004      0          2
743          5005      0          2
744          5006      0          2
745          5007      0          2
746          5008      0          2
747          5009      0          2
748          5010      0          2
749          5011      0          2
750          5012      0          2
751          5013      0          2
752          5014      0          2
753          5015      0          2
754          5016      0          2
755          5017      0          2
756          5018      0          2
757          5019      0          2
758          5020      0          2
759          5021      0          2
760          5022      0          4
761          5023      0          2
762          5024      0          2
763          5025      0          2
764          5026      0          2
765          5027      0          2
766          5028      0          5
767          5029      0          2
768          5030      0          2
769          5031      0          2
770          5032      0          2
771          5033      0          2
772          5034      0          2
773          5035      0          2
774          5036      0          2
775          5037      0          2
776          5038      0          2
777          5039      0          2
778          5040      0          2
779          5041      0          2
780          5042      0          2
781          5043      0          3
782          5044      0          3
783          5045      0          2
784          5046      0          2
785          5047      0          2
786          5048      0          2
787          5049      0          2
788          5050      0          2
789          5051      0          2
790          5052      0          2
791          5053      0          2
792          5054      0          2
793          5055      0          2
794          5056      0          2
795          5057      0          2
796          5058      0          2
797          5059      0          2
798          5060      0          2
799          5061      0          2
800          5062      0          2
801          5063      0          2
802          5064      0          2
803          5065      0          2
804          5066      0          2
805          5067      0          2
806          5068      0          2
807          5069      0          2
808          5070      0          2
809          5071      0          2
810          5072      0          2
811          5073      0          2
812          5074      0          2
813          5075      0          2
814          5076      0          2
815          5077      0          2
816          5078      0          2
817          5079      0          2
818          5080      0          2
819          5081      0          2
820          5082      0          8
821          5083      0          6
822          5084      0          2
823          5085      0          2
824          5086      0          2
825          5087      0          4
826          5088      0          2
827          5089      0          3
828          5090      0          2
829          5091      0          2
830          5092      0          2
831          5093      0          2
832          5094      0          2
833          5095      0          2
834          5096      0          2
835          5097      0          2
836          5098      0          2
837          5099      0          5
838          5100      0          2
839          5101      0          2
840          5102      0          2
841          5103      0          2
842          5104      0          2
843          5105      0          2
844          5106      0          2
845          5107      0          2
846          5108      0          2
847          5109      0          2
848          5110      0          2
849          5111      0          2
850          5112      0          2
851          5113      0          2
852          5114      0          2
853          5115      0          2
854          5116      0          4
855          5117      0          2
856          5118      0          5
857          5119      0          2
858          5120      0          2
859          5121      0          2
860          5122      0          2
861          5123      0          8
862          5124      0          2
863          5125      0          2
864          5126      0          2
865          5127      0          2
866          5128      0          2
867          5129      0          2
868          5130      0          2
869          5131      0          2
870          5132      0          2
871          5133      0          2
872          5134      0          2
873          5135      0          2
874          5136      0          2
875          5137      0          2
876          5138      0          2
877          5139      0          2
878          5140      0          2
879          5141      0          2
880          5142      0          2
881          5143      0          2
882          5144      0          2
883          5145      0          2
884          5146      0          2
885          5147      0          2
886          5148      0          2
887          5149      0          2
888          5150      0          2
889          5151      0          2
890          5152      0          2
891          5153      0          2
892          5154      0          2
893          5155      0          2
894          5156      0          2
895          5157      0          2
896          5158      0          2
897          5159      0          2
898          5160      0          2
899          5161      0          2
900          5162      0          2
901          5163      0          2
902          5164      0          2
903          5165      0          2
904          5166      0          2
905          5167      0          2
906          5168      0          2
907          5169      0          2
908          5170      0          2
909          5171      0          2
910          5172      0          2
911          5173      0          2
912          5174      0          2
913          5175      0          2
914          5176      0          2
915          5177      0          2
916          5178      0          2
917          5179      0          2
918          5180      0          3
919          5181      0          2
920          5182      0          2
921          5183      0          2
922          5184      0          2
923          5185      0          2
924          5186      0          2
925          5187      0          2
926          5188      0          2
927          5189      0          2
928          5190      0          2
929          5191      0          2
930          5192      0          2
931          5193      0          2
932          5194      0          2
933          5195      0          4
934          5196      0          2
935          5197      0          2
936          5198      0          2
937          5199      0          2
938          5200      0          2
939          5201      0          2
940          5202      0          2
941          5203      0          2
942          5204      0          2
943          5205      0          2
944          5206      0          2
945          5207      0          2
946          5208      0          2
947          5209      0          2
948          5210      0          2
949          5211      0          2
950          5212      0          2
951          5213      0          2
952          5214      0          2
953          5215      0          2
954          5216      0          2
955          5217      0          2
956          5218      0          2
957          5219      0          2
958          5220      0          2
959          5221      0          2
960          5222      0          2
961          5223      0          2
962          5224      0          2
963          5225      0          2
964          5226      0          2
965          5227      0          2
966          5228      0          2
967          5229      0          2
968          5230      0          2
969          5231      0          2
970          5232      0          2
971          5233      0          2
972          5234      0          2
973          5235      0          2
974          5236      0          2
975          5237      0          2
976          5238      0          2
977          5239      0          2
978          5240      0          2
979          5241      0          2
980          5242      0          2
981          5243      0          5
982          5244      0          2
983          5245      0         16
984          5246      0          2
985          5247      0          2
986          5248      0          2
987          5249      0          2
988          5250      0          2
989          5251      0          2
990          5252      0         11
991          5253      0          2
992          5254      0          2
993          5255      0          2
994          5256      0          2
995          5257      0          2
996          5258      0          2
997          5259      0          2
998          5260      0          2
999          5261      0          2
1000         5262      0          2
1001         5263      0          2
1002         5264      0          2
1003         5265      0          2
1004         5266      0          2
1005         5267      0          2
1006         5268      0          2
1007         5269      0          6
1008         5270      0          2
1009         5271      0          2
1010         5272      0          2
1011         5273      0          2
1012         5274      0          2
1013         5275      0          2
1014         5276      0          2
1015         5277      0          2
1016         5278      0          2
1017         5279      0          2
1018         5280      0          2
1019         5281      0          2
1020         5282      0          2
1021         5283      0          2
1022         5284      0          2
1023         5285      0          2
1024         5286      0          2
1025         5287      0          2
1026         5288      0          2
1027         5289      0          2
1028         5290      0          2
1029         5291      0          2
1030         5292      0          2
1031         5293      0          2
1032         5294      0          2
1033         5295      0          2
1034         5296      0          2
1035         5297      0          2
1036         5298      0          2
1037         5299      0          2
1038         5300      0          2
1039         5301      0          2
1040         5302      0          2
1041         5303      0          2
1042         5304      0          2
1043         5305      0          2
1044         5306      0          2
1045         5307      0          2
1046         5308      0          2
1047         5309      0          5
1048         5310      0          2
1049         5311      0          2
1050         5312      0          2
1051         5313      0          5
1052         5314      0          2
1053         5315      0          2
1054         5316      0          2
1055         5317      0          2
1056         5318      0          2
1057         5319      0          2
1058         5320      0          2
1059         5321      0          2
1060         5322      0          2
1061         5323      0          2
1062         5324      0          2
1063         5325      0          2
1064         5326      0          2
1065         5327      0          2
1066         5328      0          2
1067         5329      0          2
1068         5330      0          2
1069         5331      0          2
1070         5332      0          2
1071         5333      0          2
1072         5334      0          2
1073         5335      0          2
1074         5336      0          2
1075         5337      0          2
1076         5338      0          2
1077         5339      0          2
1078         5340      0          2
1079         5341      0          2
1080         5342      0          2
1081         5343      0          2
1082         5344      0          2
1083         5345      0          2
1084         5346      0          2
1085         5347      0          2
1086         5348      0          2
1087         5349      0          2
1088         5350      0          2
1089         5351      0         12
1090         5352      0          2
1091         5353      0          2
1092         5354      0          2
1093         5355      0          2
1094         5356      0          5
1095         5357      0          2
1096         5358      0          2
1097         5359      0          2
1098         5360      0          2
1099         5361      0          2
1100         5362      0          2
1101         5363      0          2
1102         5364      0          2
1103         5365      0          2
1104         5366      0          2
1105         5367      0          2
1106         5368      0          2
1107         5369      0          2
1108         5370      0          2
1109         5371      0          2
1110         5372      0         11
1111         5373      0          2
1112         5374      0          2
1113         5375      0          2
1114         5376      0          2
1115         5377      0          2
1116         5378      0          2
1117         5379      0          2
1118         5380      0          2
1119         5381      0          2
1120         5382      0          2
1121         5383      0          2
1122         5384      0          2
1123         5385      0          2
1124         5386      0          2
1125         5387      0          2
1126         5388      0          2
1127         5389      0          2
1128         5390      0          2
1129         5391      0          2
1130         5392      0          2
1131         5393      0          2
1132         5394      0          2
1133         5395      0          2
1134         5396      0          2
1135         5397      0          2
1136         5398      0          2
1137         5399      0          2
1138         5400      0          2
1139         5401      0          5
1140         5402      0          5
1141         5403      0          2
1142         5404      0          2
1143         5405      0          2
1144         5406      0          2
1145         5407      0          7
1146         5408      0          5
1147         5409      0          3
1148         5410      0          2
1149         5411      0          2
1150         5412      0          2
1151         5413      0          2
1152         5414      0          2
1153         5415      0          2
1154         5416      0          2
1155         5417      0          2
1156         5418      0          2
1157         5419      0          2
1158         5420      0          2
1159         5421      0          2
1160         5422      0          2
1161         5423      0          2
1162         5424      0          2
1163         5425      0          2
1164         5426      0          2
1165         5427      0          2
1166         5428      0          2
1167         5429      0          2
1168         5430      0          2
1169         5431      0          2
1170         5432      0          2
1171         5433      0          4
1172         5434      0          2
1173         5435      0          2
1174         5436      0          2
1175         5437      0          2
1176         5438      0          2
1177         5439      0          2
1178         5440      0          2
1179         5441      0          2
1180         5442      0          2
1181         5443      0          2
1182         5444      0          2
1183         5445      0          2
1184         5446      0          2
1185         5447      0          2
1186         5448      0          2
1187         5449      0          2
1188         5450      0          2
1189         5451      0          2
1190         5452      0          2
1191         5453      0          2
1192         5454      0          2
1193         5455      0          2
1194         5456      0          2
1195         5457      0          2
1196         5458      0          2
1197         5459      0          2
1198         5460      0          2
1199         5461      0          2
1200         5462      0          2
1201         5463      0          2
1202         5464      0          2
1203         5465      0          2
1204         5466      0          2
1205         5467      0          2
1206         5468      0          3
1207         5469      0          2
1208         5470      0          2
1209         5471      0          2
1210         5472      0          2
1211         5473      0          2
1212         5474      0          2
1213         5475      0          2
1214         5476      0          2
1215         5477      0          2
1216         5478      0          2
1217         5479      0          5
1218         5480      0          2
1219         5481      0          2
1220         5482      0          2
1221         5483      0          2
1222         5484      0          2
1223         5485      0          2
1224         5486      0          2
1225         5487      0          2
1226         5488      0          2
1227         5489      0          2
1228         5490      0          2
1229         5491      0          2
1230         5492      0          2
1231         5493      0          2
1232         5494      0          2
1233         5495      0          2
1234         5496      0          2
1235         5497      0          2
1236         5498      0          2
1237         5499      0          2
1238         5500      0          2
1239         5501      0          2
1240         5502      0          2
1241         5503      0          2
1242         5504      0          2
1243         5505      0          2
1244         5506      0          2
1245         5507      0          2
1246         5508      0          2
1247         5509      0          2
1248         5510      0          2
1249         5511      0          2
1250         5512      0          2
1251         5513      0          2
1252         5514      0          2
1253         5515      0          2
1254         5516      0          2
1255         5517      0          2
1256         5518      0          2
1257         5519      0          2
1258         5520      0          2
1259         5521      0          2
1260         5522      0          2
1261         5523      0          2
1262         5524      0          2
1263         5525      0          2
1264         5526      0          2
1265         5527      0          2
1266         5528      0          2
1267         5529      0          2
1268         5530      0          2
1269         5531      0          2
1270         5532      0          2
1271         5533      0          2
1272         5534      0          2
1273         5535      0          2
1274         5536      0          2
1275         5537      0          2
1276         5538      0          2
1277         5539      0          2
1278         5540      0          2
1279         5541      0          2
1280         5542      0          2
1281         5543      0          2
1282         5544      0          2
1283         5545      0          2
1284         5546      0          2
1285         5547      0          2
1286         5548      0          2
1287         5549      0          2
1288         5550      0          2
1289         5551      0          2
1290         5552      0          2
1291         5553      0          2
1292         5554      0          2
1293         5555      0          2
1294         5556      0          2
1295         5557      0          2
1296         5558      0          2
1297         5559      0          2
1298         5560      0          2
1299         5561      0          2
1300         5562      0          2
1301         5563      0          2
1302         5564      0          2
1303         5565      0          2
1304         5566      0          2
1305         5567      0          2
1306         5568      0          2
1307         5569      0          2
1308         5570      0          2
1309         5571      0          2
1310         5572      0          2
1311         5573      0          2
1312         5574      0          2
1313         5575      0          2
1314         5576      0          2
1315         5577      0          2
1316         5578      0          2
1317         5579      0          2
1318         5580      0          2
1319         5581      0          2
1320         5582      0          2
1321         5583      0          2
1322         5584      0          2
1323         5585      0          2
1324         5586      0          2
1325         5587      0          2
1326         5588      0          2
1327         5589      0          2
1328         5590      0          7
1329         5591      0          2
1330         5592      0          2
1331         5593      0          2
1332         5594      0          4
1333         5595      0          8
1334         5596      0          2
1335         5597      0          2
1336         5598      0          2
1337         5599      0          2
1338         5600      0          2
1339         5601      0          2
1340         5602      0          2
1341         5603      0          2
1342         5604      0          2
1343         5605      0          2
1344         5606      0          2
1345         5607      0          2
1346         5608      0          3
1347         5609      0          3
1348         5610      0          2
1349         5611      0          2
1350         5612      0          2
1351         5613      0          2
1352         5614      0          5
1353         5615      0          2
1354         5616      0          2
1355         5617      0          2
1356         5618      0          2
1357         5619      0          2
1358         5620      0          2
1359         5621      0          2
1360         5622      0          2
1361         5623      0          2
1362         5624      0          2
1363         5625      0          4
1364         5626      0          2
1365         5627      0          2
1366         5628      0          2
1367         5629      0          2
1368         5630      0          2
1369         5631      0          2
1370         5632      0          8
1371         5633      0          2
1372         5634      0          2
1373         5635      0          2
1374         5636      0          2
1375         5637      0          2
1376         5638      0          2
1377         5639      0          2
1378         5640      0          2
1379         5641      0          2
1380         5642      0          2
1381         5643      0          3
1382         5644      0          2
1383         5645      0          2
1384         5646      0          2
1385         5647      0          2
1386         5648      0          2
1387         5649      0          2
1388         5650      0          2
1389         5651      0          2
1390         5652      0          2
1391         5653      0          2
1392         5654      0          2
1393         5655      0          2
1394         5656      0          2
1395         5657      0          2
1396         5658      0          2
1397         5659      0          2
1398         5660      0          2
1399         5661      0          2
1400         5662      0          2
1401         5663      0          2
1402         5664      0          2
1403         5665      0          2
1404         5666      0          2
1405         5667      0          2
1406         5668      0          2
1407         5669      0          2
1408         5670      0          2
1409         5671      0          2
1410         5672      0          2
1411         5673      0          2
1412         5674      0          2
1413         5675      0          2
1414         5676      0          2
1415         5677      0          2
1416         5678      0          2
1417         5679      0          2
1418         5680      0          2
1419         5681      0          8
1420         5682      0          2
1421         5683      0          2
1422         5684      0          2
1423         5685      0          2
1424         5686      0          2
1425         5687      0          2
1426         5688      0          2
1427         5689      0          2
1428         5690      0          6
1429         5691      0          2
1430         5692      0          2
1431         5693      0          2
1432         5694      0          7
1433         5695      0          2
1434         5696      0          2
1435         5697      0          2
1436         5698      0          2
1437         5699      0          2
1438         5700      0          2
1439         5701      0          2
1440         5702      0          2
1441         5703      0          2
1442         5704      0          2
1443         5705      0          2
1444         5706      0          2
1445         5707      0          2
1446         5708      0          2
1447         5709      0          2
1448         5710      0          2
1449         5711      0          2
1450         5712      0          2
1451         5713      0          2
1452         5714      0          2
1453         5715      0          3
1454         5716      0          2
1455         5717      0          2
1456         5718      0          2
1457         5719      0          2
1458         5720      0          2
1459         5721      0          2
1460         5722      0          4
1461         5723      0          2
1462         5724      0          2
1463         5725      0          2
1464         5726      0          2
1465         5727      0          2
1466         5728      0          2
1467         5729      0          2
1468         5730      0          2
1469         5731      0          3
1470         5732      0          2
1471         5733      0          2
1472         5734      0          2
1473         5735      0          2
1474         5736      0          2
1475         5737      0          2
1476         5738      0          2
1477         5739      0          2
1478         5740      0          2
1479         5741      0          2
1480         5742      0          2
1481         5743      0          2
1482         5744      0          2
1483         5745      0          2
1484         5746      0          2
1485         5747      0          2
1486         5748      0          2
1487         5749      0          2
1488         5750      0          2
1489         5751      0          2
1490         5752      0          2
1491         5753      0          2
1492         5754      0          2
1493         5755      0          2
1494         5756      0          2
1495         5757      0          2
1496         5758      0          2
1497         5759      0          2
1498         5760      0          2
1499         5761      0          2
1500         5762      0          2
